DATE,DEUCPIALLMINMEI
1999-01-01,78.27204155238
1999-02-01,78.3653336162088
1999-03-01,78.3653336162088
1999-04-01,78.738501871524
1999-05-01,78.738501871524
1999-06-01,78.8317939353528
1999-07-01,79.2049621906682
1999-08-01,79.1116701268393
1999-09-01,78.9250859991817
1999-10-01,78.8317939353528
1999-11-01,79.0183780630105
1999-12-01,79.298254254497
2000-01-01,79.4848383821546
2000-02-01,79.5781304459834
2000-03-01,79.5781304459834
2000-04-01,79.5781304459834
2000-05-01,79.4848383821546
2000-06-01,79.8580066374699
2000-07-01,80.2311748927852
2000-08-01,80.0445907651275
2000-09-01,80.2311748927852
2000-10-01,80.1378828289564
2000-11-01,80.2311748927852
2000-12-01,80.8842193395869
2001-01-01,80.6043431481004
2001-02-01,81.0708034672446
2001-03-01,81.0708034672446
2001-04-01,81.4439717225598
2001-05-01,81.7238479140463
2001-06-01,81.8171399778751
2001-07-01,81.9104320417039
2001-08-01,81.7238479140463
2001-09-01,81.7238479140463
2001-10-01,81.6305558502175
2001-11-01,81.4439717225598
2001-12-01,82.1903082331904
2002-01-01,82.2836002970192
2002-02-01,82.5634764885056
2002-03-01,82.7500606161633
2002-04-01,82.6567685523345
2002-05-01,82.7500606161633
2002-06-01,82.7500606161633
2002-07-01,82.8433526799921
2002-08-01,82.7500606161633
2002-09-01,82.7500606161633
2002-10-01,82.6567685523345
2002-11-01,82.376892360848
2002-12-01,83.1232288714786
2003-01-01,83.1232288714786
2003-02-01,83.5896891906227
2003-03-01,83.6829812544515
2003-04-01,83.403105062965
2003-05-01,83.2165209353074
2003-06-01,83.4963971267939
2003-07-01,83.6829812544515
2003-08-01,83.6829812544515
2003-09-01,83.5896891906227
2003-10-01,83.5896891906227
2003-11-01,83.403105062965
2003-12-01,84.0561495097668
2004-01-01,84.0561495097668
2004-02-01,84.2427336374244
2004-03-01,84.5226098289109
2004-04-01,84.8024860203974
2004-05-01,84.989070148055
2004-06-01,84.989070148055
2004-07-01,85.1756542757126
2004-08-01,85.2689463395414
2004-09-01,85.0823622118838
2004-10-01,85.1756542757126
2004-11-01,84.989070148055
2004-12-01,85.9219907863432
2005-01-01,85.2689463395414
2005-02-01,85.6421145948567
2005-03-01,86.015282850172
2005-04-01,85.8286987225144
2005-05-01,86.015282850172
2005-06-01,86.1085749140008
2005-07-01,86.4817431693161
2005-08-01,86.5750352331449
2005-09-01,86.6683272969738
2005-10-01,86.7616193608026
2005-11-01,86.4817431693161
2005-12-01,87.1347876161178
2006-01-01,86.8549114246314
2006-02-01,87.2280796799466
2006-03-01,87.2280796799466
2006-04-01,87.5079558714331
2006-05-01,87.5079558714331
2006-06-01,87.6945399990908
2006-07-01,88.0677082544061
2006-08-01,87.8811241267484
2006-09-01,87.601247935262
2006-10-01,87.6945399990908
2006-11-01,87.6945399990908
2006-12-01,88.3475844458925
2007-01-01,88.3475844458925
2007-02-01,88.7207527012078
2007-03-01,88.9073368288654
2007-04-01,89.3737971480095
2007-05-01,89.3737971480095
2007-06-01,89.3737971480095
2007-07-01,89.8402574671536
2007-08-01,89.7469654033248
2007-09-01,89.9335495309824
2007-10-01,90.1201336586401
2007-11-01,90.5865939777842
2007-12-01,91.1463463607571
2008-01-01,90.8664701692706
2008-02-01,91.2396384245859
2008-03-01,91.70609874373
2008-04-01,91.5195146160724
2008-05-01,92.0792669990453
2008-06-01,92.265851126703
2008-07-01,92.8256035096759
2008-08-01,92.5457273181894
2008-09-01,92.4524352543606
2008-10-01,92.265851126703
2008-11-01,91.7993908075588
2008-12-01,92.1725590628741
2009-01-01,91.70609874373
2009-02-01,92.265851126703
2009-03-01,92.0792669990453
2009-04-01,92.1725590628741
2009-05-01,92.0792669990453
2009-06-01,92.3591431905318
2009-07-01,92.3591431905318
2009-08-01,92.5457273181894
2009-09-01,92.265851126703
2009-10-01,92.265851126703
2009-11-01,92.1725590628741
2009-12-01,92.9188955735047
2010-01-01,92.3591431905318
2010-02-01,92.732311445847
2010-03-01,93.1987717649912
2010-04-01,93.29206382882
2010-05-01,93.1987717649912
2010-06-01,93.1987717649912
2010-07-01,93.3853558926488
2010-08-01,93.4786479564776
2010-09-01,93.3853558926488
2010-10-01,93.4786479564776
2010-11-01,93.5719400203064
2010-12-01,94.1316924032794
2011-01-01,93.9451082756217
2011-02-01,94.5048606585946
2011-03-01,95.0646130415676
2011-04-01,95.0646130415676
2011-05-01,95.0646130415676
2011-06-01,95.1579051053964
2011-07-01,95.344489233054
2011-08-01,95.4377812968828
2011-09-01,95.6243654245404
2011-10-01,95.6243654245404
2011-11-01,95.8109495521981
2011-12-01,95.9975336798558
2012-01-01,95.9042416160269
2012-02-01,96.5572860628286
2012-03-01,97.1170384458016
2012-04-01,96.930454318144
2012-05-01,96.930454318144
2012-06-01,96.7438701904863
2012-07-01,97.1170384458016
2012-08-01,97.4902067011168
2012-09-01,97.5834987649457
2012-10-01,97.5834987649457
2012-11-01,97.6767908287745
2012-12-01,97.956667020261
2013-01-01,97.4902067011168
2013-02-01,98.0499590840898
2013-03-01,98.5164194032339
2013-04-01,98.0499590840898
2013-05-01,98.4231273394051
2013-06-01,98.5164194032339
2013-07-01,98.982879722378
2013-08-01,98.982879722378
2013-09-01,98.982879722378
2013-10-01,98.7962955947204
2013-11-01,98.982879722378
2013-12-01,99.3560479776932
2014-01-01,98.7962955947204
2014-02-01,99.2627559138644
2014-03-01,99.5426321053509
2014-04-01,99.3560479776932
2014-05-01,99.2627559138644
2014-06-01,99.5426321053509
2014-07-01,99.8225082968374
2014-08-01,99.8225082968374
2014-09-01,99.8225082968374
2014-10-01,99.5426321053509
2014-11-01,99.5426321053509
2014-12-01,99.5426321053509
2015-01-01,98.5164194032339
2015-02-01,99.2165360893482
2015-03-01,99.7166194365728
2015-04-01,100.216702783797
2015-05-01,100.416736122687
2015-06-01,100.416736122687
2015-07-01,100.616769461577
2015-08-01,100.616769461577
2015-09-01,100.416736122687
2015-10-01,100.416736122687
2015-11-01,99.7166194365728
2015-12-01,99.7166194365728
2016-01-01,99.0165027504584
2016-02-01,99.3165527587931
2016-03-01,100.016669444908
2016-04-01,100.116686114352
2016-05-01,100.616769461577
2016-06-01,100.716786131022
2016-07-01,101.116852808801
2016-08-01,101.016836139357
2016-09-01,101.016836139357
2016-10-01,101.216869478246
2016-11-01,100.516752792132
2016-12-01,101.216869478246
2017-01-01,100.616769461577
2017-02-01,101.216869478246
2017-03-01,101.416902817136
2017-04-01,101.816969494916
2017-05-01,101.816969494916
2017-06-01,102.117019503251
2017-07-01,102.51708618103
2017-08-01,102.617102850475
2017-09-01,102.71711951992
2017-10-01,102.51708618103
2017-11-01,102.117019503251
2017-12-01,102.617102850475
2018-01-01,102.017002833806
2018-02-01,102.31705284214
2018-03-01,102.91715285881
2018-04-01,103.1171861977
2018-05-01,103.917319553259
2018-06-01,104.017336222704
2018-07-01,104.417402900483
2018-08-01,104.517419569928
2018-09-01,104.717452908818
2018-10-01,104.917486247708
2018-11-01,104.217369561594
2018-12-01,104.217369561594
2019-01-01,103.417236206034
2019-02-01,103.817302883814
2019-03-01,104.217369561594
2019-04-01,105.217536256043
2019-05-01,105.417569594933
2019-06-01,105.717619603267
2019-07-01,106.217702950492
2019-08-01,106.017669611602
